f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,emotion
3.275363e+01,5.232228e-02,3.083485e+01,3.288362e+01,3.443667e+01,3.601816e+00,6.011541e+01,4.248602e+01,2.228709e+01,1.927011e+01,3.480954e-01,1.360216e+00,1.840686e-03,3.654574e-02,7.455580e-01,7.437173e-01,7.831911e+00,4.469848e+00,9.731026e+00,4.935634e+00,1.349408e-01,1.371288e+00,1.323477e+01,1.281032e+00,-1.520024e+00,-6.330497e+00,7.040524e+00,1.796474e+00,-5.397915e-01,-2.189267e+01,2.129233e-02,1.386075e+00,1.172881e+00,8.166732e-01,6.673765e+00,7.116165e-01,5.519877e+00,1.223508e+00,1.645885e+01,4.854870e-01,6.295012e+02,5.507358e-01,1.101300e+03,3.078167e-01,-1.365499e+02,-6.596249e-01,1.642293e+03,2.165307e-01,7.979047e+02,3.564760e-01,-1.304149e+02,-6.832848e-01,2.637706e+03,1.496603e-01,7.469010e+02,3.568667e-01,-1.311525e+02,-6.714923e-01,-9.248500e+00,-7.573169e-01,1.840519e+01,4.347615e-01,1.139430e-01,3.537589e-01,-1.379844e-02,-7.469959e-01,3.413336e-01,4.323290e-01,2.781404e+01,5.487821e-01,-2.700624e+00,-5.198319e+00,1.295368e+01,1.324401e+00,-4.237421e+00,-3.932531e+00,-6.406587e-01,9.517370e+00,1.010035e-01,1.431083e-02,1.476473e-02,2.339181e+00,5.934718e-01,6.350000e-01,3.350000e-01,6.833333e-01,4.490236e-01,-3.431280e+01,fearful
2.744695e+01,1.112692e-01,2.458601e+01,2.689372e+01,2.943679e+01,4.850779e+00,4.406604e+01,3.995240e+01,2.191625e+01,7.514055e+00,1.715874e-01,1.504652e+00,6.608782e-03,2.156588e-02,3.183728e-01,3.117640e-01,3.957847e+00,2.224301e+00,4.077298e+00,3.083268e+00,5.209431e-02,1.609737e+00,1.467624e+01,1.138132e+00,4.124133e+00,2.821737e+00,9.014990e+00,1.151193e+00,7.493014e+00,1.351493e+00,2.057912e-02,9.943228e-01,1.222427e+00,6.115127e-01,5.342018e+00,5.261807e-01,2.151255e+00,2.222734e+00,1.693182e+01,3.547128e-01,4.481357e+02,4.387483e-01,1.140174e+03,2.025002e-01,-1.346981e+02,-6.727072e-01,1.409613e+03,1.776969e-01,8.170461e+02,3.253570e-01,-1.358100e+02,-6.419988e-01,2.441596e+03,8.922030e-02,6.842628e+02,3.028040e-01,-1.379344e+02,-6.104218e-01,-1.111717e+01,-6.213960e-01,1.949311e+01,4.033433e-01,7.504738e-02,4.369403e-01,-9.897042e-03,-8.585269e-01,1.400310e-01,6.364263e-01,3.073161e+01,3.918766e-01,-6.124241e-01,-2.219267e+01,1.525510e+01,8.775588e-01,5.022212e+00,2.710854e+00,-3.837210e+00,1.268691e+01,5.357958e-02,1.158962e-02,5.244575e-03,1.535088e+00,8.869180e-01,3.875000e-01,2.060795e-01,5.740000e-01,4.249988e-01,-4.326143e+01,calm
3.915382e+01,1.862074e-01,3.721911e+01,4.110458e+01,4.533467e+01,8.115562e+00,8.816006e+01,4.411433e+01,-2.781534e+01,4.492385e+01,7.785131e-01,1.507522e+00,4.995565e-03,1.894349e-02,1.772192e+00,1.767197e+00,2.413730e+01,1.478333e+01,2.068380e+01,1.006128e+01,6.650649e-01,1.615056e+00,7.621259e+00,1.698990e+00,-2.392284e+00,-5.177133e+00,1.348040e+00,9.259330e+00,-3.063058e+00,-5.722459e+00,3.940056e-02,1.901584e+00,1.239857e+00,6.348873e-01,5.594294e+00,1.055438e+00,7.280836e+00,9.268095e-01,1.326557e+01,7.431353e-01,8.285850e+02,3.392346e-01,9.271160e+02,3.335468e-01,-1.429975e+02,-6.204970e-01,1.864726e+03,1.799392e-01,7.165457e+02,3.382799e-01,-1.289581e+02,-7.115769e-01,2.950686e+03,1.196828e-01,6.573276e+02,5.303366e-01,-1.308526e+02,-6.826424e-01,-5.771363e+00,-1.352741e+00,1.428185e+01,5.692402e-01,1.031445e-01,3.116854e-01,-9.299893e-03,-1.460636e+00,1.770104e+00,6.088225e-01,1.490680e+01,8.172218e-01,-1.429817e+01,-8.080622e-01,-2.737412e+00,-6.350643e+00,-1.869027e+01,-1.050238e+00,-4.475945e+00,1.355505e+01,3.275260e-02,1.109428e-02,1.195136e-02,2.359882e+00,8.982036e-01,4.100000e-01,1.275408e-01,6.766666e-01,4.643514e-01,-2.313339e+01,angry
3.271614e+01,1.212902e-01,2.990562e+01,3.198785e+01,3.493124e+01,5.025625e+00,6.841956e+01,7.040211e+00,1.570433e+01,9.899135e+00,2.206768e-01,1.319798e+00,1.447946e-02,7.611156e-02,3.848147e-01,3.703353e-01,3.459963e+00,2.535771e+00,4.004968e+00,2.808462e+00,6.852451e-02,1.467981e+00,1.336075e+01,1.306633e+00,2.994169e+00,3.877935e+00,7.344732e+00,1.894010e+00,3.946162e+00,3.133945e+00,1.647347e-02,1.294329e+00,1.214286e+00,8.441507e-01,6.521925e+00,7.357287e-01,9.814425e+00,8.149485e-01,1.962642e+01,5.327234e-01,5.262916e+02,5.158948e-01,1.135854e+03,2.968102e-01,-1.436139e+02,-5.986556e-01,1.512239e+03,1.983692e-01,8.302575e+02,3.840629e-01,-1.317911e+02,-6.651391e-01,2.518184e+03,1.410519e-01,7.618400e+02,2.213373e-01,-1.331620e+02,-6.428399e-01,-9.888590e+00,-8.657913e-01,2.042098e+01,6.019079e-01,1.060099e-01,4.743482e-01,-1.029683e-02,-1.206976e+00,1.608284e-01,6.852232e-01,2.734671e+01,6.214724e-01,1.441104e+00,8.019310e+00,9.703386e+00,1.899583e+00,2.278831e+00,7.236618e+00,-4.531981e+00,1.394699e+01,4.410125e-02,7.548423e-03,1.537436e-02,1.877934e+00,1.425178e+00,2.516667e-01,2.474818e-01,3.671429e-01,4.193094e-01,-3.995157e+01,sad
2.953132e+01,6.615538e-02,2.804381e+01,2.986799e+01,3.112414e+01,3.080322e+00,1.859601e+01,1.121221e+01,1.981722e+01,4.102201e+00,2.440117e-01,1.400490e+00,4.657352e-03,1.454794e-02,5.772586e-01,5.726013e-01,5.909635e+00,2.911738e+00,6.406182e+00,3.998689e+00,8.389369e-02,1.535950e+00,1.399089e+01,1.287911e+00,2.543458e+00,5.462158e+00,1.052946e+01,1.214946e+00,6.071049e+00,1.602049e+00,1.495098e-02,8.815026e-01,1.156716e+00,7.222612e-01,5.822556e+00,5.500159e-01,2.120525e+00,1.776309e+00,1.518012e+01,4.478736e-01,4.854707e+02,4.974534e-01,1.244419e+03,1.823187e-01,-1.351254e+02,-6.715717e-01,1.467366e+03,1.889454e-01,8.570883e+02,2.505892e-01,-1.307674e+02,-6.868204e-01,2.477851e+03,1.071530e-01,7.376724e+02,2.870711e-01,-1.322947e+02,-6.637378e-01,-9.056175e+00,-6.912655e-01,1.674273e+01,4.713387e-01,9.774762e-02,3.075250e-01,-1.096018e-02,-8.375795e-01,2.141900e-01,6.059846e-01,3.167122e+01,3.804201e-01,-7.212062e+00,-2.193312e+00,1.909992e+01,8.544246e-01,2.885617e+00,4.106061e+00,-4.978391e+00,1.316872e+01,4.347875e-02,1.031981e-02,8.041535e-03,1.912568e+00,8.310249e-01,4.400000e-01,8.485281e-02,5.550000e-01,4.355743e-01,-3.994068e+01,neutral
3.783749e+01,1.490978e-01,3.235992e+01,3.854432e+01,4.346111e+01,1.110119e+01,6.649413e+01,4.378386e+00,-2.342307e+01,7.681561e+01,4.352635e-01,1.445952e+00,7.468821e-03,2.067618e-02,9.615672e-01,9.540984e-01,8.618936e+00,4.640039e+00,1.322396e+01,7.242868e+00,2.725690e-01,1.617049e+00,9.940633e+00,1.459590e+00,1.711176e+00,8.303242e+00,4.313764e+00,3.220973e+00,3.939182e+00,3.550303e+00,3.718229e-02,1.027768e+00,1.276840e+00,6.471618e-01,5.298149e+00,8.417529e-01,8.336206e+00,8.554770e-01,1.500950e+01,5.021516e-01,5.790160e+02,5.560573e-01,1.101938e+03,2.954657e-01,-1.669853e+02,-4.116555e-01,1.576062e+03,2.192162e-01,8.137448e+02,2.860766e-01,-1.343849e+02,-6.547250e-01,2.584316e+03,1.552634e-01,6.870686e+02,2.683764e-01,-1.361068e+02,-6.286754e-01,-6.097170e+00,-9.820639e-01,1.436576e+01,4.948663e-01,1.182975e-01,2.410543e-01,-7.901440e-03,-1.200738e+00,7.270657e-01,5.978445e-01,2.083140e+01,6.321856e-01,-1.171358e+01,-1.082803e+00,3.385918e+00,6.375324e+00,-5.315619e+00,-3.285515e+00,-6.850188e+00,1.542854e+01,2.106315e-02,7.561655e-03,3.133469e-02,2.292264e+00,1.453488e+00,2.320000e-01,2.819503e-01,4.320000e-01,4.503954e-01,-3.195646e+01,surprised
3.993364e+01,1.471715e-01,3.796228e+01,4.124187e+01,4.440073e+01,6.438446e+00,5.747902e+01,1.989105e+01,4.862564e+01,3.127672e+01,8.943684e-01,1.664686e+00,8.811533e-03,2.023998e-02,2.034109e+00,2.025298e+00,3.008919e+01,1.647679e+01,3.205931e+01,2.018544e+01,7.967990e-01,1.854506e+00,8.693360e+00,1.363878e+00,-1.002296e+00,-1.692855e+01,3.618366e+00,3.390001e+00,2.540433e-01,7.377516e+01,3.587426e-02,1.618169e+00,9.679263e-01,5.790510e-01,5.790073e+00,1.061821e+00,6.460810e+00,1.375895e+00,1.306489e+01,6.747142e-01,8.990391e+02,3.512409e-01,9.069918e+02,3.343177e-01,-1.426766e+02,-6.165592e-01,1.924334e+03,1.831822e-01,7.353093e+02,3.094980e-01,-1.340855e+02,-6.729096e-01,2.980308e+03,1.401420e-01,5.341987e+02,3.221937e-01,-1.361971e+02,-6.417211e-01,-3.905920e+00,-1.358522e+00,1.371140e+01,4.705247e-01,1.080386e-01,4.056440e-01,-5.968032e-03,-2.236923e+00,2.251990e+00,7.803970e-01,1.402132e+01,1.025086e+00,-1.846727e+01,-8.747327e-01,-5.051149e+00,-2.989419e+00,-2.030526e+01,-8.229249e-01,-1.094049e+01,2.114085e+01,-1.216835e-02,9.208883e-03,4.342188e-02,2.173913e+00,9.463723e-01,3.566667e-01,6.599663e-02,5.075000e-01,4.580052e-01,-2.050594e+01,angry
2.894876e+01,6.605643e-02,2.735348e+01,2.860468e+01,3.137164e+01,4.018162e+00,1.383697e+02,1.474552e+02,2.626579e+01,1.666491e+01,1.753287e-01,1.582060e+00,4.116732e-03,8.321183e-03,3.859830e-01,3.818662e-01,4.780056e+00,3.484316e+00,5.228481e+00,4.517817e+00,5.814799e-02,1.805638e+00,9.096142e+00,1.982811e+00,4.091348e+00,2.746063e+00,7.634744e+00,1.426588e+00,6.218863e+00,1.451173e+00,1.370632e-02,7.442170e-01,1.215907e+00,7.414173e-01,5.945088e+00,4.754062e-01,2.836999e+00,1.515293e+00,1.609936e+01,5.463083e-01,5.048442e+02,5.621828e-01,1.211392e+03,2.794761e-01,-1.430163e+02,-6.063215e-01,1.438427e+03,2.177558e-01,9.388537e+02,4.095301e-01,-1.409711e+02,-6.070624e-01,2.451298e+03,1.550758e-01,7.668605e+02,3.309883e-01,-1.422508e+02,-5.874467e-01,-1.005033e+01,-6.366979e-01,1.948257e+01,4.163712e-01,8.607631e-02,3.480071e-01,-9.687359e-03,-7.955772e-01,1.663355e-01,7.563089e-01,2.917740e+01,5.335937e-01,7.224603e-01,2.107155e+01,1.531334e+01,8.526505e-01,5.019616e+00,2.736562e+00,-2.094284e+00,1.038449e+01,5.076073e-02,1.433468e-02,8.125845e-03,1.923077e+00,9.771987e-01,3.200000e-01,5.354126e-02,5.100000e-01,4.502777e-01,-4.161393e+01,fearful
3.780972e+01,1.793151e-01,3.595860e+01,3.938086e+01,4.266241e+01,6.703812e+00,8.780213e+01,3.772836e+01,9.163680e+01,5.721773e+01,4.537407e-01,1.441731e+00,5.582990e-03,1.756769e-02,1.037300e+00,1.031717e+00,1.205158e+01,6.184147e+00,1.222401e+01,5.089641e+00,3.193604e-01,1.612117e+00,8.107093e+00,1.751612e+00,-3.070437e-01,-3.892069e+01,1.305055e+00,9.672412e+00,-1.403259e-02,-1.044941e+03,5.428832e-02,1.082057e+00,1.315192e+00,5.552266e-01,4.714360e+00,1.151748e+00,8.905754e+00,1.045349e+00,1.570240e+01,5.006705e-01,6.101881e+02,5.189329e-01,1.021955e+03,2.823585e-01,-1.569750e+02,-5.061540e-01,1.592812e+03,2.372217e-01,7.684153e+02,3.020926e-01,-1.318164e+02,-6.854999e-01,2.580013e+03,1.529300e-01,6.640048e+02,2.743510e-01,-1.336993e+02,-6.565225e-01,-6.796706e+00,-8.752292e-01,1.617988e+01,4.432692e-01,1.201763e-01,1.901242e-01,-1.004897e-02,-9.843984e-01,8.459316e-01,6.269912e-01,1.911129e+01,6.510331e-01,-1.012503e+01,-1.360793e+00,-2.544890e+00,-7.330358e+00,-1.192231e+01,-1.483885e+00,-3.407424e+00,1.241785e+01,3.481168e-02,1.074972e-02,2.790171e-02,2.380952e+00,9.063444e-01,3.900000e-01,1.373560e-01,5.175000e-01,4.733062e-01,-3.100601e+01,surprised
2.731038e+01,1.144770e-01,2.428123e+01,2.682928e+01,2.992729e+01,5.646057e+00,1.502404e+02,1.965494e+02,3.209771e+01,1.954510e+01,1.440055e-01,1.470811e+00,4.016698e-03,1.609779e-02,3.257636e-01,3.217469e-01,4.168299e+00,2.463350e+00,4.180309e+00,3.359329e+00,4.918922e-02,1.748462e+00,7.326793e+00,2.524173e+00,2.078841e+00,5.683290e+00,5.250041e+00,2.221043e+00,3.036451e+00,2.599732e+00,3.368485e-02,1.213239e+00,1.461816e+00,8.122932e-01,2.835315e+00,1.089859e+00,-9.401559e-01,-5.492226e+00,1.651388e+01,4.069322e-01,5.798027e+02,4.010629e-01,1.192349e+03,1.947308e-01,-1.538889e+02,-5.211647e-01,1.610776e+03,1.981446e-01,8.451528e+02,3.159880e-01,-1.539831e+02,-5.079969e-01,2.592710e+03,1.355869e-01,9.417109e+02,4.368977e-01,-1.556948e+02,-4.836735e-01,-8.718229e+00,-8.353297e-01,1.859596e+01,4.904882e-01,6.827392e-02,4.119079e-01,-9.859964e-03,-1.094724e+00,1.543020e-01,6.967874e-01,2.970712e+01,5.591531e-01,-2.577249e-01,-4.435532e+01,1.247420e+01,1.381072e+00,3.707156e+00,3.302731e+00,1.962981e+00,6.574004e+00,7.740036e-02,1.412243e-02,1.519537e-02,2.023121e+00,1.173021e+00,2.075000e-01,8.842370e-02,4.980000e-01,4.040495e-01,-4.477210e+01,disgust
3.662353e+01,1.319414e-01,3.422974e+01,3.816481e+01,4.036835e+01,6.138615e+00,9.349297e+01,2.858808e+01,-6.329274e+01,7.571462e+01,4.232655e-01,1.467979e+00,2.231163e-03,1.103066e-02,1.033949e+00,1.031718e+00,1.091456e+01,6.006187e+00,1.387666e+01,7.916502e+00,2.853220e-01,1.623679e+00,8.306043e+00,1.827446e+00,-7.233625e-02,-1.531969e+02,1.980210e+00,5.316783e+00,-1.681102e+00,-8.565216e+00,3.266414e-02,2.586079e+00,1.013972e+00,5.993896e-01,5.599107e+00,8.175571e-01,7.317519e+00,9.915292e-01,1.683397e+01,4.658383e-01,7.375334e+02,4.111271e-01,1.076312e+03,2.785469e-01,-1.555113e+02,-5.077224e-01,1.770404e+03,1.925640e-01,7.673126e+02,2.716165e-01,-1.392691e+02,-6.140023e-01,2.802943e+03,1.220390e-01,8.176520e+02,6.320637e-01,-1.405674e+02,-5.953547e-01,-8.445029e+00,-8.289187e-01,1.553303e+01,4.842550e-01,1.096910e-01,3.045865e-01,-1.328969e-02,-1.003856e+00,8.091511e-01,5.760457e-01,2.166832e+01,5.953932e-01,-7.680843e+00,-1.823726e+00,4.068154e+00,3.967258e+00,-1.138246e+01,-1.767200e+00,-7.448661e-01,8.313566e+00,8.914729e-02,1.348461e-02,4.192374e-02,2.173913e+00,1.577287e+00,1.980000e-01,1.599250e-01,6.800000e-01,4.315090e-01,-3.168112e+01,happy
3.141064e+01,2.449889e-01,2.563109e+01,3.160448e+01,3.313030e+01,7.499210e+00,5.001402e+01,1.356563e+01,6.658961e+01,5.490172e+01,2.436274e-01,1.389395e+00,5.028503e-03,2.962491e-02,5.337005e-01,5.286720e-01,7.497760e+00,6.572890e+00,6.440151e+00,4.670568e+00,1.117878e-01,1.530646e+00,1.141322e+01,1.471698e+00,2.276515e+00,4.955752e+00,5.920626e+00,2.261304e+00,1.245036e+00,1.251700e+01,3.735333e-02,1.960046e+00,1.217875e+00,7.301792e-01,3.472037e+00,1.372956e+00,2.931935e+00,2.340553e+00,1.613056e+01,8.291792e-01,5.634071e+02,5.926520e-01,1.104415e+03,3.355983e-01,-1.533731e+02,-5.266470e-01,1.526227e+03,2.535759e-01,8.139294e+02,4.787740e-01,-1.443763e+02,-5.716658e-01,2.599537e+03,1.343577e-01,6.554784e+02,4.369535e-01,-1.451894e+02,-5.539433e-01,-1.105677e+01,-9.809096e-01,1.828951e+01,6.072712e-01,7.870422e-02,4.641550e-01,-1.461760e-02,-1.124009e+00,2.864302e-01,6.243334e-01,2.342917e+01,7.210472e-01,6.420011e+00,2.519952e+00,1.373897e+01,1.174129e+00,-2.289558e+00,-1.007057e+01,-1.302625e+00,1.204582e+01,7.107643e-02,1.249492e-02,3.700703e-02,2.590674e+00,1.312336e+00,2.220000e-01,1.045753e-01,5.080000e-01,4.146999e-01,-3.810150e+01,disgust
2.781670e+01,6.716403e-02,2.614989e+01,2.728421e+01,2.917366e+01,3.023766e+00,6.203242e+01,6.374066e+01,1.596866e+01,9.053144e+00,1.714791e-01,1.292195e+00,5.638663e-03,1.747597e-02,3.454006e-01,3.397619e-01,3.582437e+00,1.996523e+00,4.617918e+00,2.557747e+00,5.117162e-02,1.334491e+00,1.093570e+01,2.062759e+00,6.885326e+00,1.996529e+00,8.553039e+00,1.375356e+00,4.425840e+00,1.743107e+00,1.753044e-02,9.772309e-01,1.179407e+00,8.019153e-01,6.142189e+00,4.390719e-01,1.559582e+00,2.131523e+00,1.916122e+01,3.627069e-01,4.887182e+02,4.254811e-01,1.201165e+03,1.577371e-01,-1.388170e+02,-6.459332e-01,1.448958e+03,1.774559e-01,8.741250e+02,2.511210e-01,-1.379023e+02,-6.292689e-01,2.463119e+03,1.253783e-01,7.556005e+02,2.911913e-01,-1.396528e+02,-6.035444e-01,-1.199976e+01,-5.481923e-01,2.080213e+01,4.117450e-01,7.954051e-02,3.105852e-01,-9.620514e-03,-8.432768e-01,1.305933e-01,4.181753e-01,3.512921e+01,4.099406e-01,-1.011173e+00,-1.592026e+01,1.679039e+01,9.103191e-01,4.538365e+00,2.311648e+00,-1.084422e+00,9.232988e+00,4.736545e-02,1.104758e-02,1.138095e-02,2.247191e+00,5.698006e-01,5.900000e-01,1.600000e-01,7.600000e-01,2.969849e-01,-4.333292e+01,sad
2.778349e+01,9.946144e-02,2.590205e+01,2.755875e+01,3.049409e+01,4.592037e+00,1.847135e+02,2.113108e+02,5.801871e+01,4.191653e+01,1.636433e-01,1.396838e+00,4.973981e-03,1.174097e-02,4.074978e-01,4.025238e-01,3.790703e+00,3.027335e+00,3.865177e+00,2.870845e+00,5.917258e-02,1.560813e+00,9.449971e+00,2.032776e+00,5.731471e+00,1.934070e+00,6.026749e+00,1.855387e+00,3.959013e+00,2.160331e+00,3.014494e-02,1.195356e+00,1.052689e+00,6.149381e-01,3.673267e+00,9.775847e-01,1.912328e+00,2.432964e+00,1.886432e+01,4.552376e-01,5.627839e+02,4.952917e-01,1.237541e+03,2.422077e-01,-1.518775e+02,-5.330209e-01,1.529785e+03,2.194394e-01,9.474247e+02,4.003796e-01,-1.504745e+02,-5.273797e-01,2.514854e+03,1.471756e-01,8.149321e+02,2.107312e-01,-1.523417e+02,-5.000646e-01,-1.018066e+01,-7.991239e-01,2.082273e+01,5.442364e-01,8.232810e-02,3.042406e-01,-1.195414e-02,-9.998513e-01,1.792020e-01,5.119097e-01,3.088840e+01,6.304550e-01,2.624738e+00,4.979425e+00,1.112082e+01,1.386124e+00,2.172128e+00,5.883580e+00,-1.372111e+00,9.906381e+00,5.281639e-02,1.108728e-02,1.451264e-02,1.807229e+00,1.529052e+00,1.720000e-01,1.156547e-01,4.580000e-01,4.271487e-01,-4.376596e+01,disgust
3.818517e+01,1.516047e-01,3.705830e+01,4.041602e+01,4.133130e+01,4.272995e+00,7.902618e+01,4.874427e+01,8.337076e+01,4.660624e+01,4.601660e-01,1.493289e+00,3.483442e-03,1.075885e-02,9.996282e-01,9.961448e-01,1.232674e+01,8.524025e+00,1.364991e+01,7.057495e+00,3.309514e-01,1.726640e+00,8.100347e+00,1.585770e+00,-6.435491e-01,-1.730513e+01,1.515204e-02,8.482011e+02,-6.287346e-01,-2.260315e+01,5.094529e-02,1.981692e+00,1.161281e+00,6.481836e-01,5.523941e+00,1.038647e+00,8.964847e+00,9.261538e-01,1.565395e+01,6.507577e-01,6.367384e+02,5.684212e-01,1.020447e+03,3.249643e-01,-1.603653e+02,-4.752388e-01,1.606021e+03,2.421309e-01,7.872100e+02,2.842255e-01,-1.295566e+02,-7.045245e-01,2.671943e+03,1.528108e-01,6.497855e+02,3.317312e-01,-1.320143e+02,-6.668966e-01,-7.898346e+00,-8.025132e-01,1.703102e+01,4.436287e-01,1.137871e-01,2.211024e-01,-1.064867e-02,-8.952972e-01,8.883263e-01,7.030522e-01,1.765724e+01,7.154312e-01,-8.476145e+00,-1.667831e+00,-2.142684e+00,-9.431023e+00,-1.090705e+01,-1.677773e+00,-2.507017e+00,1.134022e+01,5.567558e-02,1.454142e-02,4.686669e-03,2.484472e+00,6.309149e-01,5.850000e-01,2.450000e-01,9.700000e-01,2.000000e-02,-2.973887e+01,happy
3.442636e+01,1.213223e-01,3.086832e+01,3.574657e+01,3.853935e+01,7.671024e+00,3.519013e+01,1.167114e+01,5.717186e+01,3.758949e+01,4.035467e-01,1.449117e+00,2.894258e-03,1.176194e-02,9.889500e-01,9.860557e-01,1.020519e+01,5.760355e+00,1.052578e+01,6.751604e+00,2.355553e-01,1.626070e+00,8.767829e+00,1.836575e+00,8.133242e-01,1.327127e+01,3.615456e+00,3.120610e+00,-6.352405e-01,-1.597560e+01,4.394687e-02,1.437615e+00,1.093220e+00,5.715333e-01,4.293755e+00,1.262620e+00,5.151031e+00,1.683456e+00,1.379313e+01,5.517485e-01,7.482393e+02,4.755703e-01,1.048666e+03,2.991643e-01,-1.509478e+02,-5.410010e-01,1.768166e+03,2.313435e-01,8.009866e+02,5.279762e-01,-1.399584e+02,-6.075820e-01,2.780671e+03,1.635197e-01,7.790940e+02,6.176474e-01,-1.409094e+02,-5.930972e-01,-8.038058e+00,-9.555073e-01,1.605296e+01,5.096680e-01,1.066979e-01,2.684588e-01,-1.392839e-02,-9.236160e-01,6.717597e-01,5.835339e-01,2.303313e+01,6.868852e-01,-5.281354e+00,-2.686524e+00,5.786714e+00,2.433841e+00,-6.870878e+00,-2.111079e+00,-1.040996e+00,8.270374e+00,8.942786e-02,1.267793e-02,3.313321e-02,2.108434e+00,1.529052e+00,2.040000e-01,1.389388e-01,3.566667e-01,4.377467e-01,-3.292033e+01,angry
2.873848e+01,8.152309e-02,2.629311e+01,2.871406e+01,3.048422e+01,4.191109e+00,1.464359e+02,1.713492e+02,2.829931e+01,2.062796e+01,2.199773e-01,1.394379e+00,3.579628e-03,2.237868e-02,4.852689e-01,4.816892e-01,5.251310e+00,3.542981e+00,6.477914e+00,4.334496e+00,8.518405e-02,1.506665e+00,1.251752e+01,1.369485e+00,8.521219e-01,1.205401e+01,7.707767e+00,1.577736e+00,4.231344e+00,2.504827e+00,2.310332e-02,7.291424e-01,1.141738e+00,6.217651e-01,4.403551e+00,7.193311e-01,3.937783e+00,1.437139e+00,1.797035e+01,4.164283e-01,5.061998e+02,5.473168e-01,1.169317e+03,2.791299e-01,-1.382625e+02,-6.379115e-01,1.453988e+03,2.081262e-01,8.092222e+02,3.540389e-01,-1.374055e+02,-6.254988e-01,2.474559e+03,1.340746e-01,7.207523e+02,2.369711e-01,-1.393332e+02,-5.970172e-01,-9.377488e+00,-7.755347e-01,1.833202e+01,4.631422e-01,8.113559e-02,3.527675e-01,-1.133196e-02,-9.832212e-01,2.261558e-01,5.523286e-01,2.902247e+01,5.440337e-01,-5.614468e-01,-2.268422e+01,1.649739e+01,9.252926e-01,2.365902e+00,6.329630e+00,-1.560704e+00,9.923811e+00,7.454227e-02,1.444446e-02,1.593342e-02,2.046784e+00,1.483680e+00,2.200000e-01,8.671793e-02,3.600000e-01,4.504072e-01,-4.024858e+01,fearful
2.909816e+01,2.687268e-01,2.579932e+01,2.654208e+01,2.968296e+01,3.883636e+00,2.629899e+02,1.831905e+02,4.295474e+01,3.065918e+01,1.884315e-01,1.236536e+00,2.715218e-03,1.768912e-02,3.928003e-01,3.900851e-01,2.741063e+00,1.828645e+00,4.277208e+00,2.764453e+00,5.663634e-02,1.260268e+00,1.184800e+01,1.878833e+00,4.433105e+00,3.104175e+00,8.555108e+00,1.376861e+00,3.427858e+00,2.531454e+00,1.750644e-02,1.012251e+00,1.169485e+00,6.108926e-01,4.972117e+00,7.786298e-01,1.097989e+00,4.051128e+00,1.559875e+01,6.820168e-01,4.734369e+02,4.523678e-01,1.217218e+03,1.820410e-01,-1.356788e+02,-6.693879e-01,1.418386e+03,1.659272e-01,9.312446e+02,4.218258e-01,-1.364527e+02,-6.402864e-01,2.410930e+03,1.341421e-01,7.782297e+02,2.993151e-01,-1.369957e+02,-6.243995e-01,-8.526978e+00,-1.138925e+00,1.618131e+01,7.090247e-01,7.945876e-02,3.212836e-01,-7.758509e-03,-9.908325e-01,1.356444e-01,4.037668e-01,3.255480e+01,6.257604e-01,-4.033077e+00,-3.818645e+00,1.742912e+01,8.208740e-01,4.891941e+00,2.283947e+00,-1.895422e+00,9.491467e+00,6.391992e-02,1.187826e-02,1.954237e-02,2.185792e+00,1.108033e+00,3.050000e-01,2.546075e-01,4.600000e-01,4.271768e-01,-4.306702e+01,sad
